Screen ID,Branch Key,Action,Kind,Mode,Branch Route,Parent Route,BRD,API Contract,Audit Contract
GIN-UI-028,preview-package,Preview package,secondary,drawer,/ginfina/ui-branch/GIN-UI-028/preview-package,/ginfina/ewp/:ewpId/procurement-package,"F29, F42",POST /ewps/{id}/procurement-packages; POST /procurement-packages/{id}/release,procurement_package.created; procurement_package.released; gsolve.handoff.sent
GIN-UI-028,validate-completeness,validate completeness,secondary,drawer,/ginfina/ui-branch/GIN-UI-028/validate-completeness,/ginfina/ewp/:ewpId/procurement-package,"F29, F42",POST /ewps/{id}/procurement-packages; POST /procurement-packages/{id}/release,procurement_package.created; procurement_package.released; gsolve.handoff.sent
GIN-UI-028,export-technical-pack,export technical pack,secondary,drawer,/ginfina/ui-branch/GIN-UI-028/export-technical-pack,/ginfina/ewp/:ewpId/procurement-package,"F29, F42",POST /ewps/{id}/procurement-packages; POST /procurement-packages/{id}/release,procurement_package.created; procurement_package.released; gsolve.handoff.sent
GIN-UI-029,submit-engineering-disposition,Submit engineering disposition,primary,page,/ginfina/ui-branch/GIN-UI-029/submit-engineering-disposition,/ginfina/procurement-packages/:pepId/deviations,"F30, F50",POST /procurement-packages/{id}/deviations; POST /technical-deviations/{id}/decision,technical_deviation.requested; technical_deviation.approved; technical_deviation.rejected
GIN-UI-029,request-more-evidence,Request more evidence,secondary,drawer,/ginfina/ui-branch/GIN-UI-029/request-more-evidence,/ginfina/procurement-packages/:pepId/deviations,"F30, F50",POST /procurement-packages/{id}/deviations; POST /technical-deviations/{id}/decision,technical_deviation.requested; technical_deviation.approved; technical_deviation.rejected
GIN-UI-029,reject,reject,secondary,modal,/ginfina/ui-branch/GIN-UI-029/reject,/ginfina/procurement-packages/:pepId/deviations,"F30, F50",POST /procurement-packages/{id}/deviations; POST /technical-deviations/{id}/decision,technical_deviation.requested; technical_deviation.approved; technical_deviation.rejected
GIN-UI-029,compare-specification,compare specification,secondary,drawer,/ginfina/ui-branch/GIN-UI-029/compare-specification,/ginfina/procurement-packages/:pepId/deviations,"F30, F50",POST /procurement-packages/{id}/deviations; POST /technical-deviations/{id}/decision,technical_deviation.requested; technical_deviation.approved; technical_deviation.rejected
GIN-UI-030,certify-technical-completion,Certify technical completion,primary,modal,/ginfina/ui-branch/GIN-UI-030/certify-technical-completion,/ginfina/ewp/:ewpId/completion,F35,GET /ewps/{id}/completion-readiness; POST /ewps/{id}/technical-completion,technical_completion.certified; technical_completion.returned
GIN-UI-030,return-outstanding-items,Return outstanding items,secondary,drawer,/ginfina/ui-branch/GIN-UI-030/return-outstanding-items,/ginfina/ewp/:ewpId/completion,F35,GET /ewps/{id}/completion-readiness; POST /ewps/{id}/technical-completion,technical_completion.certified; technical_completion.returned
GIN-UI-030,export-completion-record,export completion record,secondary,drawer,/ginfina/ui-branch/GIN-UI-030/export-completion-record,/ginfina/ewp/:ewpId/completion,F35,GET /ewps/{id}/completion-readiness; POST /ewps/{id}/technical-completion,technical_completion.certified; technical_completion.returned
GIN-UI-031,send-eligibility-signal,Send eligibility signal,primary,modal,/ginfina/ui-branch/GIN-UI-031/send-eligibility-signal,/ginfina/ewp/:ewpId/invoice-eligibility,"F36, F42",GET /ewps/{id}/invoice-eligibility; POST /ewps/{id}/invoice-eligibility/signal,invoice_eligibility.signalled; invoice_eligibility.held
GIN-UI-031,view-completion-evidence,View completion evidence,secondary,drawer,/ginfina/ui-branch/GIN-UI-031/view-completion-evidence,/ginfina/ewp/:ewpId/invoice-eligibility,"F36, F42",GET /ewps/{id}/invoice-eligibility; POST /ewps/{id}/invoice-eligibility/signal,invoice_eligibility.signalled; invoice_eligibility.held
GIN-UI-031,hold-with-reason,hold with reason,secondary,drawer,/ginfina/ui-branch/GIN-UI-031/hold-with-reason,/ginfina/ewp/:ewpId/invoice-eligibility,"F36, F42",GET /ewps/{id}/invoice-eligibility; POST /ewps/{id}/invoice-eligibility/signal,invoice_eligibility.signalled; invoice_eligibility.held
GIN-UI-032,approve-design-basis-record,Approve design basis record,primary,modal,/ginfina/ui-branch/GIN-UI-032/approve-design-basis-record,/ginfina/governance/design-basis,F48,GET/POST /design-basis; POST /design-basis/{id}/approve,design_basis.created; design_basis.approved; design_basis.superseded
GIN-UI-032,add-standard,Add standard,secondary,drawer,/ginfina/ui-branch/GIN-UI-032/add-standard,/ginfina/governance/design-basis,F48,GET/POST /design-basis; POST /design-basis/{id}/approve,design_basis.created; design_basis.approved; design_basis.superseded
GIN-UI-032,supersede-record,supersede record,secondary,drawer,/ginfina/ui-branch/GIN-UI-032/supersede-record,/ginfina/governance/design-basis,F48,GET/POST /design-basis; POST /design-basis/{id}/approve,design_basis.created; design_basis.approved; design_basis.superseded
GIN-UI-032,link-to-ewp,link to EWP,secondary,drawer,/ginfina/ui-branch/GIN-UI-032/link-to-ewp,/ginfina/governance/design-basis,F48,GET/POST /design-basis; POST /design-basis/{id}/approve,design_basis.created; design_basis.approved; design_basis.superseded
GIN-UI-033,publish-authority-change,Publish authority change,primary,modal,/ginfina/ui-branch/GIN-UI-033/publish-authority-change,/ginfina/governance/authority-matrix,F49,GET/POST /authority-matrix; POST /authority-matrix/{id}/publish,authority.granted; authority.changed; authority.revoked
GIN-UI-033,add-competency,Add competency,secondary,drawer,/ginfina/ui-branch/GIN-UI-033/add-competency,/ginfina/governance/authority-matrix,F49,GET/POST /authority-matrix; POST /authority-matrix/{id}/publish,authority.granted; authority.changed; authority.revoked
GIN-UI-033,suspend-authority,suspend authority,secondary,drawer,/ginfina/ui-branch/GIN-UI-033/suspend-authority,/ginfina/governance/authority-matrix,F49,GET/POST /authority-matrix; POST /authority-matrix/{id}/publish,authority.granted; authority.changed; authority.revoked
GIN-UI-033,view-history,view history,secondary,drawer,/ginfina/ui-branch/GIN-UI-033/view-history,/ginfina/governance/authority-matrix,F49,GET/POST /authority-matrix; POST /authority-matrix/{id}/publish,authority.granted; authority.changed; authority.revoked
GIN-UI-034,open-selected-exception,Open selected exception,primary,page,/ginfina/ui-branch/GIN-UI-034/open-selected-exception,/ginfina/governance/exceptions,F50,GET/POST /technical-exceptions; POST /technical-exceptions/{id}/decision,technical_exception.raised; technical_exception.waived; technical_exception.expired
GIN-UI-034,raise-exception,Raise exception,secondary,drawer,/ginfina/ui-branch/GIN-UI-034/raise-exception,/ginfina/governance/exceptions,F50,GET/POST /technical-exceptions; POST /technical-exceptions/{id}/decision,technical_exception.raised; technical_exception.waived; technical_exception.expired
GIN-UI-034,request-waiver-approval,request waiver approval,secondary,drawer,/ginfina/ui-branch/GIN-UI-034/request-waiver-approval,/ginfina/governance/exceptions,F50,GET/POST /technical-exceptions; POST /technical-exceptions/{id}/decision,technical_exception.raised; technical_exception.waived; technical_exception.expired
GIN-UI-034,export-register,export register,secondary,drawer,/ginfina/ui-branch/GIN-UI-034/export-register,/ginfina/governance/exceptions,F50,GET/POST /technical-exceptions; POST /technical-exceptions/{id}/decision,technical_exception.raised; technical_exception.waived; technical_exception.expired
GIN-UI-035,inspect-selected-event-evidence,Inspect selected event evidence,primary,page,/ginfina/ui-branch/GIN-UI-035/inspect-selected-event-evidence,/ginfina/governance/audit,F40,GET /audit-events; GET /audit-events/{id}; POST /audit-exports,audit.viewed; audit.exported; audit.hash.verified
GIN-UI-035,filter,Filter,secondary,drawer,/ginfina/ui-branch/GIN-UI-035/filter,/ginfina/governance/audit,F40,GET /audit-events; GET /audit-events/{id}; POST /audit-exports,audit.viewed; audit.exported; audit.hash.verified
GIN-UI-035,export-controlled-audit-extract,export controlled audit extract,secondary,drawer,/ginfina/ui-branch/GIN-UI-035/export-controlled-audit-extract,/ginfina/governance/audit,F40,GET /audit-events; GET /audit-events/{id}; POST /audit-exports,audit.viewed; audit.exported; audit.hash.verified
GIN-UI-035,verify-hash,verify hash,secondary,drawer,/ginfina/ui-branch/GIN-UI-035/verify-hash,/ginfina/governance/audit,F40,GET /audit-events; GET /audit-events/{id}; POST /audit-exports,audit.viewed; audit.exported; audit.hash.verified
GIN-UI-036,open-actionable-notification,Open actionable notification,primary,page,/ginfina/ui-branch/GIN-UI-036/open-actionable-notification,/ginfina/notifications,F39,GET /notifications; POST /notifications/{id}/ack; POST /escalations,notification.opened; notification.acknowledged; escalation.created
GIN-UI-036,acknowledge,Acknowledge,secondary,drawer,/ginfina/ui-branch/GIN-UI-036/acknowledge,/ginfina/notifications,F39,GET /notifications; POST /notifications/{id}/ack; POST /escalations,notification.opened; notification.acknowledged; escalation.created
GIN-UI-036,snooze-if-permitted,snooze if permitted,secondary,drawer,/ginfina/ui-branch/GIN-UI-036/snooze-if-permitted,/ginfina/notifications,F39,GET /notifications; POST /notifications/{id}/ack; POST /escalations,notification.opened; notification.acknowledged; escalation.created
GIN-UI-036,escalate,escalate,secondary,drawer,/ginfina/ui-branch/GIN-UI-036/escalate,/ginfina/notifications,F39,GET /notifications; POST /notifications/{id}/ack; POST /escalations,notification.opened; notification.acknowledged; escalation.created
GIN-UI-037,open-highest-impact-decision,Open highest-impact decision,primary,page,/ginfina/ui-branch/GIN-UI-037/open-highest-impact-decision,/ginfina/management,"F38, F39",GET /management/engineering-metrics; GET /decisions; GET /ewps/health,management_dashboard.viewed; management_decision.opened
GIN-UI-037,open-project,Open project,secondary,drawer,/ginfina/ui-branch/GIN-UI-037/open-project,/ginfina/management,"F38, F39",GET /management/engineering-metrics; GET /decisions; GET /ewps/health,management_dashboard.viewed; management_decision.opened
GIN-UI-037,inspect-blocker,inspect blocker,secondary,drawer,/ginfina/ui-branch/GIN-UI-037/inspect-blocker,/ginfina/management,"F38, F39",GET /management/engineering-metrics; GET /decisions; GET /ewps/health,management_dashboard.viewed; management_decision.opened
GIN-UI-037,export-engineering-brief,export engineering brief,secondary,drawer,/ginfina/ui-branch/GIN-UI-037/export-engineering-brief,/ginfina/management,"F38, F39",GET /management/engineering-metrics; GET /decisions; GET /ewps/health,management_dashboard.viewed; management_decision.opened
GIN-UI-039,publish-access-change,Publish access change,primary,modal,/ginfina/ui-branch/GIN-UI-039/publish-access-change,/ginfina/admin/access,F02,GET/POST /access-grants; GET /users/{id}/effective-access; POST /sessions/{id}/revoke,access.granted; access.changed; access.revoked; session.revoked
GIN-UI-039,revoke-session,Revoke session,secondary,modal,/ginfina/ui-branch/GIN-UI-039/revoke-session,/ginfina/admin/access,F02,GET/POST /access-grants; GET /users/{id}/effective-access; POST /sessions/{id}/revoke,access.granted; access.changed; access.revoked; session.revoked
GIN-UI-039,compare-effective-access,compare effective access,secondary,drawer,/ginfina/ui-branch/GIN-UI-039/compare-effective-access,/ginfina/admin/access,F02,GET/POST /access-grants; GET /users/{id}/effective-access; POST /sessions/{id}/revoke,access.granted; access.changed; access.revoked; session.revoked
GIN-UI-039,export-access-evidence,export access evidence,secondary,drawer,/ginfina/ui-branch/GIN-UI-039/export-access-evidence,/ginfina/admin/access,F02,GET/POST /access-grants; GET /users/{id}/effective-access; POST /sessions/{id}/revoke,access.granted; access.changed; access.revoked; session.revoked
GIN-UI-038,record-human-disposition,Record human disposition,primary,page,/ginfina/ui-branch/GIN-UI-038/record-human-disposition,/ginfina/ai/evidence,F46 (conditional),GET /ai/runs/{id}; GET /ai/observations; POST /ai/observations/{id}/disposition,ai.observation.viewed; ai.disposition.recorded; ai.run.retried
GIN-UI-038,inspect-source-evidence,Inspect source evidence,secondary,drawer,/ginfina/ui-branch/GIN-UI-038/inspect-source-evidence,/ginfina/ai/evidence,F46 (conditional),GET /ai/runs/{id}; GET /ai/observations; POST /ai/observations/{id}/disposition,ai.observation.viewed; ai.disposition.recorded; ai.run.retried
GIN-UI-038,retry,retry,secondary,drawer,/ginfina/ui-branch/GIN-UI-038/retry,/ginfina/ai/evidence,F46 (conditional),GET /ai/runs/{id}; GET /ai/observations; POST /ai/observations/{id}/disposition,ai.observation.viewed; ai.disposition.recorded; ai.run.retried
GIN-UI-038,dismiss-observation,dismiss observation,secondary,drawer,/ginfina/ui-branch/GIN-UI-038/dismiss-observation,/ginfina/ai/evidence,F46 (conditional),GET /ai/runs/{id}; GET /ai/observations; POST /ai/observations/{id}/disposition,ai.observation.viewed; ai.disposition.recorded; ai.run.retried
