Screen ID,Screen Name,Module,BRD,Route,Viewport,Frame Marking,Render File,Native Figma Status
GIN-UI-001,"Secure Login, SSO and MFA",Access and Identity,F01,/ginfina/login,WEB,"GIN-UI-001 | Secure Login, SSO and MFA | WEB | R1.0 D0.1 | GX1 | Mantine",02_Renders/Web_1440x900/GIN-UI-001.png,Native editable frame created in connected Figma file
GIN-UI-030,Technical Completion Certification,Completion,F35,/ginfina/ewp/:ewpId/completion,TABLET,GIN-UI-030 | Technical Completion Certification | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-030.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-030,Technical Completion Certification,Completion,F35,/ginfina/ewp/:ewpId/completion,MOBILE,GIN-UI-030 | Technical Completion Certification | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-030.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-031,Invoice Eligibility and Commercial Handoff,Completion,"F36, F42",/ginfina/ewp/:ewpId/invoice-eligibility,WEB,GIN-UI-031 | Invoice Eligibility and Commercial Handoff | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-031.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-031,Invoice Eligibility and Commercial Handoff,Completion,"F36, F42",/ginfina/ewp/:ewpId/invoice-eligibility,TABLET,GIN-UI-031 | Invoice Eligibility and Commercial Handoff | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-031.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-031,Invoice Eligibility and Commercial Handoff,Completion,"F36, F42",/ginfina/ewp/:ewpId/invoice-eligibility,MOBILE,GIN-UI-031 | Invoice Eligibility and Commercial Handoff | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-031.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-032,"Standards, Design Basis and Applicable Requirements",Governance,F48,/ginfina/governance/design-basis,WEB,"GIN-UI-032 | Standards, Design Basis and Applicable Requirements | WEB | R1.0 D0.1 | GX1 | Mantine",02_Renders/Web_1440x900/GIN-UI-032.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-032,"Standards, Design Basis and Applicable Requirements",Governance,F48,/ginfina/governance/design-basis,TABLET,"GIN-UI-032 | Standards, Design Basis and Applicable Requirements | TABLET | R1.0 D0.1 | GX1 | Mantine",02_Renders/Tablet_1024x768/GIN-UI-032.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-032,"Standards, Design Basis and Applicable Requirements",Governance,F48,/ginfina/governance/design-basis,MOBILE,"GIN-UI-032 | Standards, Design Basis and Applicable Requirements | MOBILE | R1.0 D0.1 | GX1 | Mantine",02_Renders/Mobile_390x844/GIN-UI-032.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-033,Engineering Authority and Reviewer Matrix,Governance,F49,/ginfina/governance/authority-matrix,WEB,GIN-UI-033 | Engineering Authority and Reviewer Matrix | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-033.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-033,Engineering Authority and Reviewer Matrix,Governance,F49,/ginfina/governance/authority-matrix,TABLET,GIN-UI-033 | Engineering Authority and Reviewer Matrix | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-033.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-033,Engineering Authority and Reviewer Matrix,Governance,F49,/ginfina/governance/authority-matrix,MOBILE,GIN-UI-033 | Engineering Authority and Reviewer Matrix | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-033.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-034,"Technical Exception, Deviation and Waiver Control",Governance,F50,/ginfina/governance/exceptions,WEB,"GIN-UI-034 | Technical Exception, Deviation and Waiver Control | WEB | R1.0 D0.1 | GX1 | Mantine",02_Renders/Web_1440x900/GIN-UI-034.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-034,"Technical Exception, Deviation and Waiver Control",Governance,F50,/ginfina/governance/exceptions,TABLET,"GIN-UI-034 | Technical Exception, Deviation and Waiver Control | TABLET | R1.0 D0.1 | GX1 | Mantine",02_Renders/Tablet_1024x768/GIN-UI-034.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-034,"Technical Exception, Deviation and Waiver Control",Governance,F50,/ginfina/governance/exceptions,MOBILE,"GIN-UI-034 | Technical Exception, Deviation and Waiver Control | MOBILE | R1.0 D0.1 | GX1 | Mantine",02_Renders/Mobile_390x844/GIN-UI-034.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-035,Audit and Immutable Engineering Evidence,Governance,F40,/ginfina/governance/audit,WEB,GIN-UI-035 | Audit and Immutable Engineering Evidence | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-035.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-035,Audit and Immutable Engineering Evidence,Governance,F40,/ginfina/governance/audit,TABLET,GIN-UI-035 | Audit and Immutable Engineering Evidence | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-035.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-035,Audit and Immutable Engineering Evidence,Governance,F40,/ginfina/governance/audit,MOBILE,GIN-UI-035 | Audit and Immutable Engineering Evidence | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-035.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-036,"Notifications, Escalations and GCONNECT Actions",Governance,F39,/ginfina/notifications,WEB,"GIN-UI-036 | Notifications, Escalations and GCONNECT Actions | WEB | R1.0 D0.1 | GX1 | Mantine",02_Renders/Web_1440x900/GIN-UI-036.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-036,"Notifications, Escalations and GCONNECT Actions",Governance,F39,/ginfina/notifications,TABLET,"GIN-UI-036 | Notifications, Escalations and GCONNECT Actions | TABLET | R1.0 D0.1 | GX1 | Mantine",02_Renders/Tablet_1024x768/GIN-UI-036.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-036,"Notifications, Escalations and GCONNECT Actions",Governance,F39,/ginfina/notifications,MOBILE,"GIN-UI-036 | Notifications, Escalations and GCONNECT Actions | MOBILE | R1.0 D0.1 | GX1 | Mantine",02_Renders/Mobile_390x844/GIN-UI-036.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-037,Management Engineering Command Dashboard,Management,"F38, F39",/ginfina/management,WEB,GIN-UI-037 | Management Engineering Command Dashboard | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-037.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-037,Management Engineering Command Dashboard,Management,"F38, F39",/ginfina/management,TABLET,GIN-UI-037 | Management Engineering Command Dashboard | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-037.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-037,Management Engineering Command Dashboard,Management,"F38, F39",/ginfina/management,MOBILE,GIN-UI-037 | Management Engineering Command Dashboard | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-037.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-039,"Access, Role and Scope Administration",Administration,F02,/ginfina/admin/access,WEB,"GIN-UI-039 | Access, Role and Scope Administration | WEB | R1.0 D0.1 | GX1 | Mantine",02_Renders/Web_1440x900/GIN-UI-039.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-039,"Access, Role and Scope Administration",Administration,F02,/ginfina/admin/access,TABLET,"GIN-UI-039 | Access, Role and Scope Administration | TABLET | R1.0 D0.1 | GX1 | Mantine",02_Renders/Tablet_1024x768/GIN-UI-039.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-039,"Access, Role and Scope Administration",Administration,F02,/ginfina/admin/access,MOBILE,"GIN-UI-039 | Access, Role and Scope Administration | MOBILE | R1.0 D0.1 | GX1 | Mantine",02_Renders/Mobile_390x844/GIN-UI-039.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-038,AI Evidence and Human Disposition Ledger,Conditional AI,F46 (conditional),/ginfina/ai/evidence,WEB,GIN-UI-038 | AI Evidence and Human Disposition Ledger | WEB | R1.0 D0.1 | GX1 | Mantine,02_Renders/Web_1440x900/GIN-UI-038.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-038,AI Evidence and Human Disposition Ledger,Conditional AI,F46 (conditional),/ginfina/ai/evidence,TABLET,GIN-UI-038 | AI Evidence and Human Disposition Ledger | TABLET | R1.0 D0.1 | GX1 | Mantine,02_Renders/Tablet_1024x768/GIN-UI-038.png,Visual/source available in download pack; native frame pending MCP continuation
GIN-UI-038,AI Evidence and Human Disposition Ledger,Conditional AI,F46 (conditional),/ginfina/ai/evidence,MOBILE,GIN-UI-038 | AI Evidence and Human Disposition Ledger | MOBILE | R1.0 D0.1 | GX1 | Mantine,02_Renders/Mobile_390x844/GIN-UI-038.png,Visual/source available in download pack; native frame pending MCP continuation
